관광지명,주소,지역,합산 검색 수,태그,동반유형
마령체련공원,전북 진안군,전라북도 진안군,138,공원,"['회사동료', '연인', '기타가족']"
용담가족테마공원,전북 진안군 안용로 0-0,전라북도 진안군,97,공원,"['회사동료', '연인', '기타가족']"
마이산청소년야영장,전북 진안군 마이산남로 278-0,전라북도 진안군,1130,기타육상스포츠,"['회사동료', '연인', '기타가족']"
진안마이정,전북 진안군 우화2길 47-0,전라북도 진안군,403,기타육상스포츠,"['회사동료', '연인', '기타가족']"
용담승마클럽,전북 진안군 대송로 20-3,전라북도 진안군,98,기타육상스포츠,"['회사동료', '연인', '기타가족']"
마이산석탑,전북 진안군 마이산남로 367-0,전라북도 진안군,610,역사유적지,"['회사동료', '연인', '기타가족']"
태고정,전북 진안군,전라북도 진안군,489,역사유적지,"['회사동료', '연인', '기타가족']"
용담향교,전북 진안군 진성로 1697-0,전라북도 진안군,193,역사유적지,"['회사동료', '연인', '기타가족']"
수선루,전북 진안군,전라북도 진안군,125,역사유적지,"['회사동료', '연인', '기타가족']"
정천면망향의광장전망대,전북 진안군,전라북도 진안군,161,전망대,"['회사동료', '연인', '기타가족']"
운장산자연휴양림,전북 진안군 휴양림길 77-0,전라북도 진안군,6106,수목원/휴양림,"['회사동료', '연인', '기타가족']"
마이산도립공원,전북 진안군 마이산남로 367-0,전라북도 진안군,5369,수목원/휴양림,"['회사동료', '연인', '기타가족']"
데미샘자연휴양림,전북 진안군 데미샘1길 172-0,전라북도 진안군,3443,수목원/휴양림,"['회사동료', '연인', '기타가족']"
부귀편백숲산림욕장,전북 진안군,전라북도 진안군,1253,수목원/휴양림,"['회사동료', '연인', '기타가족']"
진안고원치유숲,전북 진안군 봉학로 171-22,전라북도 진안군,612,수목원/휴양림,"['회사동료', '연인', '기타가족']"
천반산자연휴양림,전북 진안군,전라북도 진안군,335,수목원/휴양림,"['회사동료', '연인', '기타가족']"
꽃잔디동산,전북 진안군 전진로 0-0,전라북도 진안군,1095,테마파크,"['회사동료', '연인', '기타가족']"
진안원연장꽃잔디축제,전북 진안군,전라북도 진안군,3424,축제,"['회사동료', '연인', '기타가족']"
진안마이산소원빛축제,전북 진안군,전라북도 진안군,136,축제,"['회사동료', '연인', '기타가족']"
진안고원수박축제,전북 진안군,전라북도 진안군,123,축제,"['회사동료', '연인', '기타가족']"
진안홍삼축제,전북 진안군,전라북도 진안군,109,축제,"['회사동료', '연인', '기타가족']"
진안문화의집,전북 진안군 대성길 5-0,전라북도 진안군,150,랜드마크,"['회사동료', '연인', '기타가족']"
진안전통문화전수관,전북 진안군 우화2길 35-0,전라북도 진안군,130,랜드마크,"['회사동료', '연인', '기타가족']"
마령큰시내들캠핑장,전북 진안군,전라북도 진안군,1708,기타레저스포츠,"['회사동료', '연인', '기타가족']"
풍혈냉천,전북 진안군,전라북도 진안군,955,유원지,"['회사동료', '연인', '기타가족']"
용담호자연생태습지공원,전북 진안군,전라북도 진안군,486,유원지,"['회사동료', '연인', '기타가족']"
산약초타운,전북 진안군 외사양길 16-19,전라북도 진안군,448,유원지,"['회사동료', '연인', '기타가족']"
마이산벚꽃길,전북 진안군,전라북도 진안군,227,유원지,"['회사동료', '연인', '기타가족']"
유채꽃동산,전북 진안군,전라북도 진안군,155,유원지,"['회사동료', '연인', '기타가족']"
운일암반일암구름다리,전북 진안군,전라북도 진안군,113,유원지,"['회사동료', '연인', '기타가족']"
구봉산구름다리,전북 진안군,전라북도 진안군,106,유원지,"['회사동료', '연인', '기타가족']"
대림시장,서울 은평구 응암로4길 22-0,서울특별시 은평구,23769,시장,"['기타가족', '학생', '자녀']"
응암시장,서울 은평구 응암로 252-0,서울특별시 은평구,11850,시장,"['기타가족', '학생', '자녀']"
연서시장,서울 은평구 통일로 850-0,서울특별시 은평구,6412,시장,"['기타가족', '학생', '자녀']"
대조시장,서울 은평구 진흥로 153-0,서울특별시 은평구,3700,시장,"['기타가족', '학생', '자녀']"
증산종합시장,서울 은평구 증산로3길 12-0,서울특별시 은평구,2865,시장,"['기타가족', '학생', '자녀']"
역촌중앙시장,서울 은평구 연서로17길 18-6,서울특별시 은평구,2268,시장,"['기타가족', '학생', '자녀']"
신응암시장,서울 은평구,서울특별시 은평구,1991,시장,"['기타가족', '학생', '자녀']"
불광시장,서울 은평구 불광로 12-0,서울특별시 은평구,1386,시장,"['기타가족', '학생', '자녀']"
갈현중앙시장,서울 은평구 갈현로 300-0,서울특별시 은평구,205,시장,"['기타가족', '학생', '자녀']"
북한산낚시터,서울 은평구 의상봉길 6-17,서울특별시 은평구,627,낚시,"['기타가족', '학생', '자녀']"
은평역사한옥박물관,서울 은평구 연서로50길 8-0,서울특별시 은평구,5901,박물관,"['기타가족', '학생', '자녀']"
다문화박물관,서울 은평구 불광로 135-0,서울특별시 은평구,313,박물관,"['기타가족', '학생', '자녀']"
서울기록원,서울 은평구 통일로62길 7-0,서울특별시 은평구,4357,기타 전시시설,"['기타가족', '학생', '자녀']"
사비나미술관,서울 은평구 진관1로 93-0,서울특별시 은평구,1904,미술관,"['기타가족', '학생', '자녀']"
SeMA창고,서울 은평구 통일로 684-0,서울특별시 은평구,210,종합전시센터,"['기타가족', '학생', '자녀']"
북한산글램핑장,서울 은평구 북한산로 232-1,서울특별시 은평구,2418,캠핑,"['기타가족', '학생', '자녀']"
북한산둘레캠핑장,서울 은평구 연서로 608-2,서울특별시 은평구,1618,캠핑,"['기타가족', '학생', '자녀']"
진관사,서울 은평구 진관길 73-0,서울특별시 은평구,43604,불교,"['기타가족', '학생', '자녀']"
삼천사,서울 은평구 연서로54길 127-0,서울특별시 은평구,10148,불교,"['기타가족', '학생', '자녀']"
수국사,서울 은평구 서오릉로23길 8-5,서울특별시 은평구,7382,불교,"['기타가족', '학생', '자녀']"
백화사,서울 은평구 의상봉길 70-7,서울특별시 은평구,2091,불교,"['기타가족', '학생', '자녀']"
선림사,서울 은평구,서울특별시 은평구,1701,불교,"['기타가족', '학생', '자녀']"
흥창사,서울 은평구,서울특별시 은평구,346,불교,"['기타가족', '학생', '자녀']"
심택사,서울 은평구 은평로20나길 5-23,서울특별시 은평구,311,불교,"['기타가족', '학생', '자녀']"
진관사계곡,서울 은평구 진관길 0-0,서울특별시 은평구,4455,계곡,"['기타가족', '학생', '자녀']"
삼천사계곡,서울 은평구,서울특별시 은평구,1568,계곡,"['기타가족', '학생', '자녀']"
수색역광장,서울 은평구 수색로 261-0,서울특별시 은평구,3477,공원,"['기타가족', '학생', '자녀']"
구산동마을공원,서울 은평구,서울특별시 은평구,3437,공원,"['기타가족', '학생', '자녀']"
은평구생활체육광장,서울 은평구,서울특별시 은평구,3351,공원,"['기타가족', '학생', '자녀']"
대조어린이공원,서울 은평구 연서로22길 9-30,서울특별시 은평구,2693,공원,"['기타가족', '학생', '자녀']"
금암문화공원,서울 은평구,서울특별시 은평구,1141,공원,"['기타가족', '학생', '자녀']"
길마공원,서울 은평구,서울특별시 은평구,1139,공원,"['기타가족', '학생', '자녀']"
탑골생태공원,서울 은평구 통일로 1079-26,서울특별시 은평구,1096,공원,"['기타가족', '학생', '자녀']"
좌월공원,서울 은평구,서울특별시 은평구,922,공원,"['기타가족', '학생', '자녀']"
북한산생태공원,서울 은평구,서울특별시 은평구,581,공원,"['기타가족', '학생', '자녀']"
기자촌1구역근린공원,서울 은평구,서울특별시 은평구,511,공원,"['기타가족', '학생', '자녀']"
새락골공원,서울 은평구,서울특별시 은평구,464,공원,"['기타가족', '학생', '자녀']"
연서공원,서울 은평구,서울특별시 은평구,335,공원,"['기타가족', '학생', '자녀']"
참다래공원,서울 은평구,서울특별시 은평구,273,공원,"['기타가족', '학생', '자녀']"
새락골어린이공원,서울 은평구 은평로3가길 34-0,서울특별시 은평구,200,공원,"['기타가족', '학생', '자녀']"
은평구립축구장,서울 은평구 진관1로 46-0,서울특별시 은평구,2480,축구,"['기타가족', '학생', '자녀']"
북한산성,서울 은평구,서울특별시 은평구,39047,역사유적지,"['기타가족', '학생', '자녀']"
금성당,서울 은평구 진관2로 57-23,서울특별시 은평구,970,역사유적지,"['기타가족', '학생', '자녀']"
마린크루,서울 은평구 은평로8길 11-0,서울특별시 은평구,544,테마파크,"['기타가족', '학생', '자녀']"
CGV불광,서울 은평구 불광로 20-0,서울특별시 은평구,9165,영화관,"['기타가족', '학생', '자녀']"
롯데시네마은평,서울 은평구 통일로 1050-0,서울특별시 은평구,6965,영화관,"['기타가족', '학생', '자녀']"
서울혁신파크,서울 은평구 통일로 684-0,서울특별시 은평구,26546,문화센터,"['기타가족', '학생', '자녀']"
미래청서울혁신파크,서울 은평구 통일로 684-0,서울특별시 은평구,492,문화센터,"['기타가족', '학생', '자녀']"
일루와유달보루,서울 은평구 연서로50길 7-9,서울특별시 은평구,584,랜드마크,"['기타가족', '학생', '자녀']"
스카이필드풋살장,서울 은평구 통일로 1050-0,서울특별시 은평구,845,기타레저스포츠,"['기타가족', '학생', '자녀']"
은평인공암벽장,서울 은평구 통일로 1078-0,서울특별시 은평구,706,기타레저스포츠,"['기타가족', '학생', '자녀']"
니모만세,서울 은평구 연서로29길 20-7,서울특별시 은평구,343,기타레저스포츠,"['기타가족', '학생', '자녀']"
북한산둘레길8구간,서울 은평구,서울특별시 은평구,306,기타레저스포츠,"['기타가족', '학생', '자녀']"
북한산둘레길9구간,서울 은평구,서울특별시 은평구,272,기타레저스포츠,"['기타가족', '학생', '자녀']"
비글즈유도주짓수,서울 은평구 응암로14길 14-0,서울특별시 은평구,223,기타레저스포츠,"['기타가족', '학생', '자녀']"
북한산국립공원북한산성탐방지원센터,서울 은평구 대서문길 45-0,서울특별시 은평구,10338,유원지,"['기타가족', '학생', '자녀']"
불광천벚꽃길,서울 은평구,서울특별시 은평구,1173,유원지,"['기타가족', '학생', '자녀']"
덕풍전통시장,경기 하남시 수리북로 26-0,경기도 하남시,46016,시장,"['기타가족', '연인', '자녀']"
하남수산물시장,경기 하남시 안터로 0-0,경기도 하남시,40131,시장,"['기타가족', '연인', '자녀']"
신장시장,경기 하남시 신평로 52-1,경기도 하남시,18593,시장,"['기타가족', '연인', '자녀']"
신장전통시장,경기 하남시 신장1로3번길 42-0,경기도 하남시,10227,시장,"['기타가족', '연인', '자녀']"
자연수산유통,경기 하남시 하남대로 609-0,경기도 하남시,2337,시장,"['기타가족', '연인', '자녀']"
일오삼수산,경기 하남시 하남대로 1043-36,경기도 하남시,969,시장,"['기타가족', '연인', '자녀']"
고골낚시터,경기 하남시 서하남로418번길 29-0,경기도 하남시,14833,낚시,"['기타가족', '연인', '자녀']"
배다리낚시터,경기 하남시,경기도 하남시,7222,낚시,"['기타가족', '연인', '자녀']"
하남역사박물관,경기 하남시 덕풍동로 30-0,경기도 하남시,4511,박물관,"['기타가족', '연인', '자녀']"
검단산숲에 캠핑장,경기 하남시 검단산로146번길 80-0,경기도 하남시,5235,캠핑,"['기타가족', '연인', '자녀']"
따봄캠핑장,경기 하남시 서하남로576번길 119-0,경기도 하남시,1383,캠핑,"['기타가족', '연인', '자녀']"
나라장군당,경기 하남시 춘궁로93번길 154-0,경기도 하남시,1049,무당,"['기타가족', '연인', '자녀']"
정심사,경기 하남시 검단산로124번길 92-0,경기도 하남시,3099,불교,"['기타가족', '연인', '자녀']"
동명사,경기 하남시 천호대로1358번길 144-31,경기도 하남시,1917,불교,"['기타가족', '연인', '자녀']"
선법사,경기 하남시 서하남로588번길 125-0,경기도 하남시,1039,불교,"['기타가족', '연인', '자녀']"
하남문화원,경기 하남시 덕풍동로 12-0,경기도 하남시,986,교육시설,"['기타가족', '연인', '자녀']"
고골계곡,경기 하남시,경기도 하남시,743,계곡,"['기타가족', '연인', '자녀']"
검단산,경기 하남시,경기도 하남시,3565,등산,"['기타가족', '연인', '자녀']"
유니온파크,경기 하남시,경기도 하남시,16373,공원,"['기타가족', '연인', '자녀']"
미사호수공원,경기 하남시,경기도 하남시,11100,공원,"['기타가족', '연인', '자녀']"
덕풍공원,경기 하남시,경기도 하남시,6191,공원,"['기타가족', '연인', '자녀']"
미사한강공원4호,경기 하남시 미사강변한강로 111-0,경기도 하남시,5264,공원,"['기타가족', '연인', '자녀']"
미사한강공원2호,경기 하남시 미사강변한강로 45-0,경기도 하남시,4111,공원,"['기타가족', '연인', '자녀']"
미사한강공원5호,경기 하남시,경기도 하남시,1782,공원,"['기타가족', '연인', '자녀']"
팔당팔화수변공원,경기 하남시,경기도 하남시,1393,공원,"['기타가족', '연인', '자녀']"
국제자매도시공원,경기 하남시,경기도 하남시,1010,공원,"['기타가족', '연인', '자녀']"
미사리경정공원잔디구장B,경기 하남시 미사동로40번길 20-16,경기도 하남시,886,축구,"['기타가족', '연인', '자녀']"
미사풋살파크,경기 하남시 미사동로37번길 85-0,경기도 하남시,840,축구,"['기타가족', '연인', '자녀']"
선동야구장,경기 하남시,경기도 하남시,1794,야구,"['기타가족', '연인', '자녀']"
롤링팝롤러스케이트장,경기 하남시 미사강변중앙로170번길 10-0,경기도 하남시,2281,동계스포츠,"['기타가족', '연인', '자녀']"
캐슬렉스서울GC,경기 하남시 감이로 317-0,경기도 하남시,69957,골프,"['기타가족', '연인', '자녀']"
캐슬렉스이성대골프연습장,경기 하남시 감이로 317-0,경기도 하남시,17534,골프,"['기타가족', '연인', '자녀']"
하남시청소년수련관,경기 하남시 조정대로 111-0,경기도 하남시,6304,기타육상스포츠,"['기타가족', '연인', '자녀']"
ICEBOX,경기 하남시 미사강변한강로 327-0,경기도 하남시,4537,기타육상스포츠,"['기타가족', '연인', '자녀']"
미사리승마공원,경기 하남시 미사동로37번길 175-0,경기도 하남시,3549,기타육상스포츠,"['기타가족', '연인', '자녀']"
평화의 소녀상,경기 하남시,경기도 하남시,761,역사유적지,"['기타가족', '연인', '자녀']"
광주향교,경기 하남시 대성로 126-13,경기도 하남시,3183,역사유적지,"['기타가족', '연인', '자녀']"
하남춘궁동동사지,경기 하남시 서하남로418번길 73-0,경기도 하남시,810,역사유적지,"['기타가족', '연인', '자녀']"
유니온타워,경기 하남시 미사대로 710-0,경기도 하남시,6207,전망대,"['기타가족', '연인', '자녀']"
송파하남어린이천문대,경기 하남시 검단산로250번길 36-0,경기도 하남시,6054,전망대,"['기타가족', '연인', '자녀']"
주렁주렁하남점,경기 하남시 하남유니온로 120-0,경기도 하남시,33417,테마파크,"['기타가족', '연인', '자녀']"
하남나무고아원,경기 하남시,경기도 하남시,20568,테마파크,"['기타가족', '연인', '자녀']"
쥬라리움하남점,경기 하남시 미사대로 410-0,경기도 하남시,14694,테마파크,"['기타가족', '연인', '자녀']"
바운스슈퍼파크하남센터,경기 하남시 미사강변한강로 135-0,경기도 하남시,6217,테마파크,"['기타가족', '연인', '자녀']"
롯데시네마하남미사,경기 하남시 미사대로 520-0,경기도 하남시,33006,영화관,"['기타가족', '연인', '자녀']"
CGV하남미사,경기 하남시 미사강변동로 95-0,경기도 하남시,24266,영화관,"['기타가족', '연인', '자녀']"
메가박스미사강변,경기 하남시 미사강변중앙로 218-0,경기도 하남시,19875,영화관,"['기타가족', '연인', '자녀']"
메가박스하남스타필드,경기 하남시 미사대로 750-0,경기도 하남시,5128,영화관,"['기타가족', '연인', '자녀']"
CGV스타필드시티위례,경기 하남시 위례대로 200-0,경기도 하남시,3974,영화관,"['기타가족', '연인', '자녀']"
브이에이스튜디오하남1_2,경기 하남시 미사강변한강로 325-0,경기도 하남시,2908,아트홀,"['기타가족', '연인', '자녀']"
모팩스튜디오,경기 하남시 미사강변한강로 345-0,경기도 하남시,924,아트홀,"['기타가족', '연인', '자녀']"
더릿,경기 하남시 미사동로40번길 75-29,경기도 하남시,935,랜드마크,"['기타가족', '연인', '자녀']"
비욘더팜,경기 하남시 학암로 37-15,경기도 하남시,1835,농어촌체험,"['기타가족', '연인', '자녀']"
하남아이스링크,경기 하남시 미사강변대로34번길 120-0,경기도 하남시,11316,기타레저스포츠,"['기타가족', '연인', '자녀']"
한사랑풋살장제1구장하남점,경기 하남시 천호대로1358번길 35-44,경기도 하남시,4195,기타레저스포츠,"['기타가족', '연인', '자녀']"
미사리조정경기장운영동,경기 하남시 미사대로 505-0,경기도 하남시,4137,기타레저스포츠,"['기타가족', '연인', '자녀']"
스포츠몬스터스타필드하남점,경기 하남시 미사대로 750-0,경기도 하남시,3232,기타레저스포츠,"['기타가족', '연인', '자녀']"
스킬턴,경기 하남시 서하남로43번길 105-0,경기도 하남시,3114,기타레저스포츠,"['기타가족', '연인', '자녀']"
블루코트배드민턴,경기 하남시 산곡로19번길 28-42,경기도 하남시,2566,기타레저스포츠,"['기타가족', '연인', '자녀']"
V10클라이밍하남미사점,경기 하남시 미사강변동로 81-0,경기도 하남시,2268,기타레저스포츠,"['기타가족', '연인', '자녀']"
천마풋살아레나,경기 하남시 동남로424번길 84-0,경기도 하남시,2082,기타레저스포츠,"['기타가족', '연인', '자녀']"
원스포츠클럽,경기 하남시 미사동로40번길 178-10,경기도 하남시,1921,기타레저스포츠,"['기타가족', '연인', '자녀']"
BOX B송파점,경기 하남시 서하남로19번길 50-0,경기도 하남시,1729,기타레저스포츠,"['기타가족', '연인', '자녀']"
보드코리아파크&아카데미,경기 하남시 미사동로40번길 142-0,경기도 하남시,1494,기타레저스포츠,"['기타가족', '연인', '자녀']"
이두열테니스아카데미,경기 하남시 초이로 52-2,경기도 하남시,1392,기타레저스포츠,"['기타가족', '연인', '자녀']"
엠파이브풋살,경기 하남시 덕풍로81번길 50-43,경기도 하남시,1146,기타레저스포츠,"['기타가족', '연인', '자녀']"
오버헤드,경기 하남시 검단산로333번길 32-0,경기도 하남시,1014,기타레저스포츠,"['기타가족', '연인', '자녀']"
이성산성경관광장,경기 하남시,경기도 하남시,1320,유원지,"['기타가족', '연인', '자녀']"
용담저수지,경기 용인시 처인구,경기도 용인시 처인구,17123,호수,"['기타가족', '연인', '친구']"
이동저수지,경기 용인시 처인구,경기도 용인시 처인구,15000,호수,"['기타가족', '연인', '친구']"
두창저수지,경기 용인시 처인구,경기도 용인시 처인구,6998,호수,"['기타가족', '연인', '친구']"
창리저수지,경기 용인시 처인구 경기동로518번길 0-0,경기도 용인시 처인구,6505,호수,"['기타가족', '연인', '친구']"
용인중앙시장,경기 용인시 처인구 용문로 198-1,경기도 용인시 처인구,56095,시장,"['기타가족', '연인', '친구']"
한터낚시터,경기 용인시 처인구 한터로662번길 10-0,경기도 용인시 처인구,11570,낚시,"['기타가족', '연인', '친구']"
상덕낚시터,경기 용인시 처인구,경기도 용인시 처인구,7289,낚시,"['기타가족', '연인', '친구']"
사계절낚시터,경기 용인시 처인구 경기동로742번길 56-0,경기도 용인시 처인구,4145,낚시,"['기타가족', '연인', '친구']"
삼인낚시터,경기 용인시 처인구,경기도 용인시 처인구,4077,낚시,"['기타가족', '연인', '친구']"
신원낚시터,경기 용인시 처인구 이원로 184-0,경기도 용인시 처인구,4022,낚시,"['기타가족', '연인', '친구']"
용담낚시터,경기 용인시 처인구 원양로 382-2,경기도 용인시 처인구,3396,낚시,"['기타가족', '연인', '친구']"
요덕골낚시터,경기 용인시 처인구 경기동로785번길 168-12,경기도 용인시 처인구,3321,낚시,"['기타가족', '연인', '친구']"
고초골낚시터,경기 용인시 처인구 이원로913번길 19-2,경기도 용인시 처인구,3319,낚시,"['기타가족', '연인', '친구']"
창리낚시터,경기 용인시 처인구,경기도 용인시 처인구,3280,낚시,"['기타가족', '연인', '친구']"
두창낚시터,경기 용인시 처인구 두창호수로 105-0,경기도 용인시 처인구,3099,낚시,"['기타가족', '연인', '친구']"
삼성화재교통박물관,경기 용인시 처인구 에버랜드로376번길 171-0,경기도 용인시 처인구,30230,박물관,"['기타가족', '연인', '친구']"
호암미술관,경기 용인시 처인구 에버랜드로562번길 38-0,경기도 용인시 처인구,28621,미술관,"['기타가족', '연인', '친구']"
벗이미술관,경기 용인시 처인구 학촌로53번길 4-0,경기도 용인시 처인구,3822,미술관,"['기타가족', '연인', '친구']"
구봉산오토캠핑장나인힐스,경기 용인시 처인구 보개원삼로1372번길 41-0,경기도 용인시 처인구,11354,캠핑,"['기타가족', '연인', '친구']"
소풍캠핑장,경기 용인시 처인구 경기동로785번길 30-0,경기도 용인시 처인구,8112,캠핑,"['기타가족', '연인', '친구']"
용인단풍숲캠핑장,경기 용인시 처인구 보개원삼로1462번길 14-22,경기도 용인시 처인구,6781,캠핑,"['기타가족', '연인', '친구']"
용인힐링캠핑장,경기 용인시 처인구 보개원삼로 1361-0,경기도 용인시 처인구,5341,캠핑,"['기타가족', '연인', '친구']"
다누리움캠핑장,경기 용인시 처인구 묘봉로277번길 41-0,경기도 용인시 처인구,5071,캠핑,"['기타가족', '연인', '친구']"
싱글벙글캠핑장,경기 용인시 처인구 상덕로 95-62,경기도 용인시 처인구,4465,캠핑,"['기타가족', '연인', '친구']"
은이골캠핑장,경기 용인시 처인구 은이로 282-0,경기도 용인시 처인구,4445,캠핑,"['기타가족', '연인', '친구']"
문수산오토캠핑장,경기 용인시 처인구 이원로 637-3,경기도 용인시 처인구,4195,캠핑,"['기타가족', '연인', '친구']"
용인두리봉오토캠핑장제1캠핑장,경기 용인시 처인구 처인성로827번길 171-0,경기도 용인시 처인구,3687,캠핑,"['기타가족', '연인', '친구']"
젤코바캠핑장,경기 용인시 처인구 송주로236번길 82-19,경기도 용인시 처인구,3661,캠핑,"['기타가족', '연인', '친구']"
숲속의아침오토캠핑장,경기 용인시 처인구 원양로 250-40,경기도 용인시 처인구,3494,캠핑,"['기타가족', '연인', '친구']"
마운틴캠핑장,경기 용인시 처인구 후평로185번길 50-0,경기도 용인시 처인구,3486,캠핑,"['기타가족', '연인', '친구']"
황새울관광농원오토캠핑장,경기 용인시 처인구 황새울로 242-0,경기도 용인시 처인구,3408,캠핑,"['기타가족', '연인', '친구']"
미르힐,경기 용인시 처인구 초부로 215-7,경기도 용인시 처인구,3342,캠핑,"['기타가족', '연인', '친구']"
와우정사,경기 용인시 처인구 해곡로 25-15,경기도 용인시 처인구,45268,불교,"['기타가족', '연인', '친구']"
로만바스,경기 용인시 처인구 지삼로 470-0,경기도 용인시 처인구,15227,힐링,"['기타가족', '연인', '친구']"
석포숲공원,경기 용인시 처인구,경기도 용인시 처인구,3614,공원,"['기타가족', '연인', '친구']"
용인시축구센터,경기 용인시 처인구 보개원삼로 1752-0,경기도 용인시 처인구,7528,축구,"['기타가족', '연인', '친구']"
유림풋살장,경기 용인시 처인구 한터로58번길 29-0,경기도 용인시 처인구,3259,축구,"['기타가족', '연인', '친구']"
남사시민야구장,경기 용인시 처인구,경기도 용인시 처인구,3175,야구,"['기타가족', '연인', '친구']"
한림용인CC,경기 용인시 처인구 경기동로 628-0,경기도 용인시 처인구,74572,골프,"['기타가족', '연인', '친구']"
지산CC,경기 용인시 처인구 죽양대로2000번길 60-0,경기도 용인시 처인구,74189,골프,"['기타가족', '연인', '친구']"
양지파인CC,경기 용인시 처인구 남평로 112-0,경기도 용인시 처인구,67605,골프,"['기타가족', '연인', '친구']"
써닝포인트CC,경기 용인시 처인구 고안로51번길 205-0,경기도 용인시 처인구,65286,골프,"['기타가족', '연인', '친구']"
세현CC,경기 용인시 처인구,경기도 용인시 처인구,62505,골프,"['기타가족', '연인', '친구']"
블루원용인CC,경기 용인시 처인구 보개원삼로1534번길 40-0,경기도 용인시 처인구,61531,골프,"['기타가족', '연인', '친구']"
은화삼CC,경기 용인시 처인구 백옥대로 860-38,경기도 용인시 처인구,52413,골프,"['기타가족', '연인', '친구']"
한원CC,경기 용인시 처인구 전나무골길2번길 94-0,경기도 용인시 처인구,50979,골프,"['기타가족', '연인', '친구']"
신원CC,경기 용인시 처인구 이원로 225-0,경기도 용인시 처인구,48138,골프,"['기타가족', '연인', '친구']"
용인CC,경기 용인시 처인구 황새울로 255-0,경기도 용인시 처인구,45478,골프,"['기타가족', '연인', '친구']"
화산CC,경기 용인시 처인구 화산로 239-0,경기도 용인시 처인구,43017,골프,"['기타가족', '연인', '친구']"
조일프라자골프클럽,경기 용인시 처인구 지삼로 470-0,경기도 용인시 처인구,25210,골프,"['기타가족', '연인', '친구']"
글렌로스CC,경기 용인시 처인구 에버랜드로562번길 69-0,경기도 용인시 처인구,22422,골프,"['기타가족', '연인', '친구']"
지산CC퍼블릭,경기 용인시 처인구 죽양대로2000번길 60-0,경기도 용인시 처인구,5612,골프,"['기타가족', '연인', '친구']"
숏게임힐스,경기 용인시 처인구 곡현로855번길 27-0,경기도 용인시 처인구,5045,골프,"['기타가족', '연인', '친구']"
처인체력단련장,경기 용인시 처인구 이원로384번길 71-0,경기도 용인시 처인구,41537,기타육상스포츠,"['기타가족', '연인', '친구']"
선봉대체력단련장,경기 용인시 처인구 성산로 57-0,경기도 용인시 처인구,26332,기타육상스포츠,"['기타가족', '연인', '친구']"
남서울승마클럽,경기 용인시 처인구 왕림로50번길 69-59,경기도 용인시 처인구,7253,기타육상스포츠,"['기타가족', '연인', '친구']"
용인시청소년수련원,경기 용인시 처인구 죽양대로2071번길 50-0,경기도 용인시 처인구,4819,기타육상스포츠,"['기타가족', '연인', '친구']"
승마클럽영풍,경기 용인시 처인구 석성로888번길 18-22,경기도 용인시 처인구,4361,기타육상스포츠,"['기타가족', '연인', '친구']"
분당승마클럽,경기 용인시 처인구 능원로 41-30,경기도 용인시 처인구,3714,기타육상스포츠,"['기타가족', '연인', '친구']"
정몽주선생묘,경기 용인시 처인구 능곡로 45-0,경기도 용인시 처인구,5652,역사유적지,"['기타가족', '연인', '친구']"
용인자연휴양림,경기 용인시 처인구 초부로 220-0,경기도 용인시 처인구,46304,수목원/휴양림,"['기타가족', '연인', '친구']"
캐리비안베이,경기 용인시 처인구 에버랜드로 199-0,경기도 용인시 처인구,47264,테마파크,"['기타가족', '연인', '친구']"
한택식물원,경기 용인시 처인구 한택로 2-0,경기도 용인시 처인구,14017,테마파크,"['기타가족', '연인', '친구']"
CGV용인,경기 용인시 처인구 금령로 86-0,경기도 용인시 처인구,24806,영화관,"['기타가족', '연인', '친구']"
롯데시네마용인역북,경기 용인시 처인구 중부대로 1294-0,경기도 용인시 처인구,17270,영화관,"['기타가족', '연인', '친구']"
용인대장금파크,경기 용인시 처인구 용천드라마길 25-0,경기도 용인시 처인구,20172,문화센터,"['기타가족', '연인', '친구']"
용인어린이상상의숲,경기 용인시 처인구 동백죽전대로 61-0,경기도 용인시 처인구,10088,랜드마크,"['기타가족', '연인', '친구']"
엠앤씨웍스,경기 용인시 처인구 고안로51번길 192-0,경기도 용인시 처인구,4299,랜드마크,"['기타가족', '연인', '친구']"
스포넷 스마트베뉴용인점,경기 용인시 처인구 중부대로 1022-2,경기도 용인시 처인구,7480,기타레저스포츠,"['기타가족', '연인', '친구']"
플라이스테이션코리아,경기 용인시 처인구 성산로 521-0,경기도 용인시 처인구,6485,기타레저스포츠,"['기타가족', '연인', '친구']"
와이런배드민턴,경기 용인시 처인구 한터로 245-0,경기도 용인시 처인구,6064,기타레저스포츠,"['기타가족', '연인', '친구']"
에버랜드스피드웨이,경기 용인시 처인구 에버랜드로 199-0,경기도 용인시 처인구,5750,기타레저스포츠,"['기타가족', '연인', '친구']"
용인에버야구장,경기 용인시 처인구,경기도 용인시 처인구,3367,기타레저스포츠,"['기타가족', '연인', '친구']"
용인곤충테마파크,경기 용인시 처인구 삼백로835번길 20-13,경기도 용인시 처인구,11644,유원지,"['기타가족', '연인', '친구']"
천흥저수지,충남 천안시 서북구,충청남도 천안시 서북구,5162,호수,"['연인', '기타가족', '회사동료']"
업성지,충남 천안시 서북구 과수원길 0-0,충청남도 천안시 서북구,3140,호수,"['연인', '기타가족', '회사동료']"
양전저수지,충남 천안시 서북구,충청남도 천안시 서북구,2618,호수,"['연인', '기타가족', '회사동료']"
